"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"market activity","furnace, wood chips, average storage area, 300kW","market for furnace, wood chips, average storage area, 300kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, with silo, 1000kW","market for furnace, wood chips, with silo, 1000kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, softwood storage area, 50kW","market for furnace, wood chips, softwood storage area, 50kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, with silo, 300kW","market for furnace, wood chips, with silo, 300kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, softwood storage area, 1000kW","market for furnace, wood chips, softwood storage area, 1000kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, softwood storage area, 300kW","market for furnace, wood chips, softwood storage area, 300kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, with silo, 5000kW","market for furnace, wood chips, with silo, 5000kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","furnace, wood chips, with silo, 50kW","market for furnace, wood chips, with silo, 50kW","unit","2815","Manufacture of ovens, furnaces and furnace burners","43420","Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas power plant, 100MW electrical","market for gas power plant, 100MW electrical","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas motor, 206kW","market for gas motor, 206kW","unit","2710","Manufacture of electric motors, generators, transformers and electricity di","431","Engines and turbines and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas motor, mini CHP plant","market for gas motor, mini CHP plant","unit","2710","Manufacture of electric motors, generators, transformers and electricity di","431","Engines and turbines and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","garage, wood, non-insulated, fire-protected","market for garage, wood, non-insulated, fire-protected","m2","4100","Construction of buildings","53121","Industrial buildings",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas boiler","market for gas boiler","unit","2815","Manufacture of ovens, furnaces and furnace burners","43410","Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, mechanical grates, […]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gallium, in Bayer liquor from aluminium production","market for gallium, in Bayer liquor from aluminium production","kg","2011","Manufacture of basic chemicals","14290","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gallium, semiconductor-grade","market for gallium, semiconductor-grade","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","geothermal power plant, 5.5MWel","market for geothermal power plant, 5.5MWel","unit","28","Manufacture of machinery and equipment n.e.c.","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","generator, 200kW electrical","market for generator, 200kW electrical","unit","2710","Manufacture of electric motors, generators, transformers and electricity di","461","Electric motors, generators and transformers, and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","geothermal power plant, Hot-Dry-Rock","market for geothermal power plant, Hot-Dry-Rock","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas power plant, combined cycle, 400MW electrical","market for gas power plant, combined cycle, 400MW electrical","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","geothermal power plant, undefined type","market for geothermal power plant, undefined type","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","generator, mini CHP plant","market for generator, mini CHP plant","unit","2710","Manufacture of electric motors, generators, transformers and electricity di","461","Electric motors, generators and transformers, and parts thereof",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas turbine, 10MW electrical","market for gas turbine, 10MW electrical","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","43143","Gas turbines other than turbo-jets and turbo-propellers",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, for Saint-Gobain ISOVER SA","market for glass cullet, for Saint-Gobain ISOVER SA","kg","2399","Manufacture of other non-metallic mineral products n.e.c.","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","gas power plant, 300MW electrical","market for gas power plant, 300MW electrical","unit","4220a","Construction of utility projects for electricity production, except for liquid fuels","53262","Power plants",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, from fluorescent lamps treatment","market for glass cullet, from fluorescent lamps treatment","kg","3821","Treatment and disposal of non-hazardous waste","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, mixed glass from used cathode ray tube","market for glass cullet, mixed glass from used cathode ray tube","kg","3821","Treatment and disposal of non-hazardous waste","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, from used cathode ray tube panels","market for glass cullet, from used cathode ray tube panels","kg","3821","Treatment and disposal of non-hazardous waste","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, lead containing, from used cathode ray tube","market for glass cullet, lead containing, from used cathode ray tube","kg","3821","Treatment and disposal of non-hazardous waste","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass etching factory","market for glass etching factory","unit","4100","Construction of buildings","53269","Other constructions for manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass cullet, sorted","market for glass cullet, sorted","kg","3830","Materials recovery","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass from used cathode ray tube","market for glass from used cathode ray tube","kg","3830","Materials recovery","37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass tube factory","market for glass tube factory","unit","4100","Construction of buildings","53269","Other constructions for manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass fibre reinforced plastic, polyamide, injection moulded","market for glass fibre reinforced plastic, polyamide, injection moulded","kg","1312","Weaving of textiles","36990","Articles of plastics n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass fibre","market for glass fibre","kg","2310","Manufacture of glass and glass products","3712","Glass fibres and articles thereof, except woven fabrics",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass fibre reinforced plastic, polyester resin, hand lay-up","market for glass fibre reinforced plastic, polyester resin, hand lay-up","kg","1312","Weaving of textiles","36990","Articles of plastics n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass wool mat","market for glass wool mat","kg","2399","Manufacture of other non-metallic mineral products n.e.c.","37116","Glass mirrors; multiple walled insulating units of glass",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass tube, borosilicate","market for glass tube, borosilicate","kg","2310","Manufacture of glass and glass products","3719","Other glass articles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glass, for liquid crystal display","market for glass, for liquid crystal display","kg","2310","Manufacture of glass and glass products","3719","Other glass articles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glazing, double, U<1.1 W/m2K","market for glazing, double, U<1.1 W/m2K","m2","2310","Manufacture of glass and glass products","37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glazing, triple, U<0.5 W/m2K","market for glazing, triple, U<0.5 W/m2K","m2","2310","Manufacture of glass and glass products","37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glazing, double, U<1.1 W/m2K, laminated safety glass","market for glazing, double, U<1.1 W/m2K, laminated safety glass","m2","2310","Manufacture of glass and glass products","37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glider, for electric scooter","market for glider, for electric scooter","kg","3091","Manufacture of motorcycles","49941","Parts and accessories of motorcycles and side-cars",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glycine","market for glycine","kg","2011","Manufacture of basic chemicals","34","Basic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glider, passenger car","market for glider, passenger car","kg","2910","Manufacture of motor vehicles","46960","Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","glyphosate","market for glyphosate","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1320","Herbicides, total",NA,NA,NA,NA,NA,NA,NA
"market activity","glyphosate","market for glyphosate","kg","2021","Manufacture of pesticides and other agrochemical products","34663","Herbicides, anti-sprouting products and plant-growth regulators","1445","Herbicides (excl. Haz. pest.) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","glued laminated timber, for outdoor use","market for glued laminated timber, for outdoor use","m3","1621","Manufacture of veneer sheets and wood-based panels","3141","Plywood consisting solely of sheets of wood, except of bamboo",NA,NA,NA,NA,NA,NA,NA,NA,NA
